sentiment,type_token_ratio,avg_word_length,exclamation_dens,question_dens,emoji_count,positive_ratio,negative_ratio,sentiment_polarity,first_person_dens,sentence_count
-1,1.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,1.0
-1,1.0,6.285714285714286,0.0,0.0,0.0,0.0,0.326,-0.4,0.0,1.0
-1,0.9375,5.5,0.0,0.0,0.0,0.145,0.155,-0.25,0.0,1.0
-1,1.0,5.0,0.0,0.0,0.0,0.382,0.0,-0.125,0.0,1.0
-1,1.0,5.5,0.0,0.0,0.0,0.0,0.191,-0.4,0.0,1.0
-1,0.972972972972973,6.324324324324325,0.0,0.0,0.0,0.139,0.143,-0.012500000000000011,0.0,1.0
-1,0.8461538461538461,4.846153846153846,0.0,0.0,0.0,0.162,0.123,-0.3,0.0,1.0
-1,0.84375,5.46875,0.0,0.0,0.0,0.16,0.076,-0.25092592592592594,0.0,1.0
-1,0.918918918918919,5.72972972972973,0.0,0.0,0.0,0.192,0.276,-0.4,0.0,1.0
-1,0.9166666666666666,4.777777777777778,0.0,0.0,0.0,0.147,0.104,-0.4,0.0,1.0
-1,1.0,5.357142857142857,0.0,0.0,0.0,0.209,0.187,-0.5,0.0,1.0
-1,1.0,5.9375,0.0,0.0,0.0,0.216,0.174,-1.0,0.0,1.0
-1,1.0,5.5,0.0,0.0,0.0,0.058,0.366,-0.1,0.0,1.0
-1,0.9117647058823529,5.382352941176471,0.0,0.0,0.0,0.139,0.2,-0.0625,0.0,1.0
-1,1.0,4.636363636363637,0.0,0.0,0.0,0.0,0.248,-0.8,0.0,1.0
-1,0.9444444444444444,4.888888888888889,0.0,0.0,0.0,0.167,0.372,-0.25,0.0,1.0
-1,1.0,5.833333333333333,0.0,0.0,0.0,0.132,0.086,-0.1,0.0,1.0
-1,0.8780487804878049,4.634146341463414,0.0,0.0,0.0,0.0,0.082,-0.23333333333333328,0.0,1.0
-1,0.92,5.2,0.0,0.0,0.0,0.0,0.0,-0.17857142857142858,0.0,1.0
-1,0.88,4.88,0.0,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,1.0
-1,1.0,5.333333333333333,0.0,0.0,0.0,0.0,0.608,-0.5,0.0,1.0
-1,0.9459459459459459,5.513513513513513,0.0,0.0,0.0,0.143,0.347,-0.05166666666666666,0.0,1.0
-1,1.0,5.888888888888889,0.0,0.0,0.0,0.195,0.278,-0.1,0.0,1.0
-1,0.875,4.825,0.0,0.0,0.0,0.047,0.14,-0.2783333333333333,0.0,1.0
-1,0.8780487804878049,4.829268292682927,0.0,0.0,0.0,0.03,0.071,-0.13333333333333333,0.0,1.0
-1,0.8695652173913043,5.130434782608695,0.0,0.0,0.0,0.191,0.161,-0.08333333333333333,0.0,1.0
-1,0.8333333333333334,4.972222222222222,0.0,0.0,0.0,0.173,0.147,-0.5,0.0,1.0
